Level	Rule Name	Subject	Property	Value
ERROR	multiple_labels	dc11:description	rdfs:label	Description
ERROR	multiple_labels	dc11:description	rdfs:label	Description@en-us
ERROR	multiple_labels	dc11:description	rdfs:label	description
ERROR	multiple_labels	oboInOwl:hasBroadSynonym	rdfs:label	has broad synonym@en
ERROR	multiple_labels	oboInOwl:hasBroadSynonym	rdfs:label	has_broad_synonym
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	database cross reference
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	database cross reference@en
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	database_cross_reference
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	database_cross_reference@en
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	has database cross reference@en
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	xRef
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	???_??_??
ERROR	multiple_labels	oboInOwl:hasDbXref	rdfs:label	???_??_??@zh
ERROR	multiple_labels	oboInOwl:hasExactSynonym	rdfs:label	has exact synonym
ERROR	multiple_labels	oboInOwl:hasExactSynonym	rdfs:label	hasExactSynonym
ERROR	multiple_labels	oboInOwl:hasExactSynonym	rdfs:label	has_exact_synonym
ERROR	multiple_labels	oboInOwl:hasNarrowSynonym	rdfs:label	has narrow synonym@en
ERROR	multiple_labels	oboInOwl:hasNarrowSynonym	rdfs:label	has_narrow_synonym
ERROR	multiple_labels	oboInOwl:hasOBONamespace	rdfs:label	has_obo_namespace
ERROR	multiple_labels	oboInOwl:hasOBONamespace	rdfs:label	has_obo_namespace@en
ERROR	multiple_labels	oboInOwl:hasOBONamespace	rdfs:label	?_obo_????
ERROR	multiple_labels	oboInOwl:hasOBONamespace	rdfs:label	?_obo_????@zh
ERROR	multiple_labels	oboInOwl:hasRelatedSynonym	rdfs:label	has related synonym@en
ERROR	multiple_labels	oboInOwl:hasRelatedSynonym	rdfs:label	has_related_synonym
ERROR	multiple_labels	oboInOwl:inSubset	rdfs:label	in subset
ERROR	multiple_labels	oboInOwl:inSubset	rdfs:label	in_subset
ERROR	multiple_labels	oboInOwl:shorthand	rdfs:label	shorthand
ERROR	multiple_labels	oboInOwl:shorthand	rdfs:label	shorthand@en
WARN	duplicate_exact_synonym	OGG:3000009611	IAO:0000118	TRAC1
WARN	duplicate_exact_synonym	OGG:3000009612	IAO:0000118	TRAC1
WARN	duplicate_exact_synonym	OGG:3000000207	IAO:0000118	PKB
WARN	duplicate_exact_synonym	OGG:3000002185	IAO:0000118	PKB
WARN	duplicate_exact_synonym	OGG:3000000801	IAO:0000118	PHKD
WARN	duplicate_exact_synonym	OGG:3000000805	IAO:0000118	PHKD
WARN	duplicate_exact_synonym	OGG:3000001432	IAO:0000118	p38
WARN	duplicate_exact_synonym	OGG:3000005594	IAO:0000118	p38
WARN	duplicate_exact_synonym	OGG:3000004842	IAO:0000118	NOS
WARN	duplicate_exact_synonym	OGG:3000004843	IAO:0000118	NOS
WARN	duplicate_exact_synonym	NCIT:C16866	oboInOwl:hasExactSynonym	Model System
WARN	duplicate_exact_synonym	NCIT:C80519	oboInOwl:hasExactSynonym	Model System
WARN	duplicate_exact_synonym	NCIT:C16866	oboInOwl:hasExactSynonym	Model
WARN	duplicate_exact_synonym	NCIT:C80519	oboInOwl:hasExactSynonym	Model
WARN	duplicate_exact_synonym	OGG:3000003577	IAO:0000118	IL8RA
WARN	duplicate_exact_synonym	OGG:3000003579	IAO:0000118	IL8RA
WARN	duplicate_exact_synonym	OGG:3000001230	IAO:0000118	CKR-1
WARN	duplicate_exact_synonym	OGG:3000003577	IAO:0000118	CKR-1
WARN	duplicate_exact_synonym	OGG:3000000983	IAO:0000118	CDC2
WARN	duplicate_exact_synonym	OGG:3000005424	IAO:0000118	CDC2
WARN	duplicate_exact_synonym	OGG:3000002833	IAO:0000118	CD182
WARN	duplicate_exact_synonym	OGG:3000003579	IAO:0000118	CD182
WARN	duplicate_exact_synonym	GO:0007610	oboInOwl:hasExactSynonym	behaviour
WARN	duplicate_exact_synonym	NBO:0000313	oboInOwl:hasExactSynonym	behaviour
WARN	duplicate_exact_synonym	OGG:3000000718	IAO:0000118	ASP
WARN	duplicate_exact_synonym	OGG:3000009474	IAO:0000118	ASP
WARN	duplicate_exact_synonym	MONDO:0007089	oboInOwl:hasExactSynonym	Alzheimer disease type 2
WARN	duplicate_exact_synonym	MONDO:0100088	oboInOwl:hasExactSynonym	Alzheimer disease type 2
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C100110	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C100129	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C101858	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C115302	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C115304	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C116977	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C117745	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C118168	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C118169	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C118468	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C118970	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C118971	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C119016	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C120166	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C125239	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C125906	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C127259	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C127261	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C132298	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C132310	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C137840	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C142799	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C142800	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C156952	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C156953	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C156954	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C156955	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C157011	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C157711	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C158037	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C158520	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159026	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159074	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159125	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159328	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159339	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159418	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159501	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C159503	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C160931	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C165451	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C165634	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C167409	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C168549	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C168555	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C170442	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C170450	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C171094	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C171122	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C173231	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C174019	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C174238	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C174250	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C174261	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C175518	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C54447	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C54450	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C54587	rdfs:subPropertyOf	
